0	9145	1
0	10789	1
0	13381	1
0	18755	1
1	527	1
1	1521	1
1	3433	1
1	6137	1
1	6664	1
1	14349	1
1	14398	1
1	21015	1
1	24447	1
2	16090	1
3	3222	1
3	6708	1
4	20856	1
4	24555	1
5	23740	1
6	6200	1
7	1921	1
8	12954	1
8	12962	1
8	13066	1
8	13067	1
8	23223	1
9	17159	1
10	16051	1
11	16314	1
12	9050	1
12	21759	1
13	15476	1
13	17159	1
14	3222	1
15	7	1
15	1843	2
15	1892	1
15	1922	1
15	1954	1
15	2155	1
15	2467	1
15	2972	1
15	4832	1
15	6231	1
15	6959	2
15	6971	2
15	7620	1
15	8612	1
15	9831	1
15	16498	1
15	16542	1
15	18864	2
15	19076	1
15	19097	2
15	22633	1
15	22977	1
15	24520	1
16	44	1
16	21928	1
17	6178	1
18	2135	1
18	11328	1
19	910	1
19	1843	1
19	1921	1
19	6187	1
19	10617	1
19	19215	1
20	3648	1
21	21942	1
21	22963	1
22	4684	1
22	21935	1
23	16095	1
24	8576	1
24	8737	1
25	8597	1
25	24592	1
26	1697	1
26	8910	1
26	17302	1
26	18426	1
27	10666	1
28	2222	1
28	17089	1
28	20282	1
29	6136	1
29	18426	1
29	23740	1
30	1734	1
30	3731	1
30	6136	1
30	6385	2
30	9509	1
30	10170	3
30	10255	1
30	10456	1
30	10495	1
30	10528	1
30	10559	1
30	10635	1
30	14824	1
30	19137	3
30	19143	1
30	23069	1
31	6680	1
32	3357	1
32	3449	1
32	3451	1
32	3501	1
32	3523	1
32	6385	1
32	6510	1
32	10429	1
32	10660	1
32	10942	1
32	23103	1
33	1491	1
34	24776	1
35	14510	1
35	16083	1
35	24283	1
36	24641	1
37	1843	1
37	16090	1
37	18417	1
37	18902	1
37	20686	1
38	23379	1
39	1843	2
39	1978	1
39	3957	1
39	4100	1
39	6175	1
39	6452	1
39	8194	1
39	8717	1
39	10170	1
39	10617	1
39	10643	1
39	15721	1
39	16005	1
39	18363	1
39	22844	1
39	22856	1
39	23038	1
39	23741	1
39	23828	1
39	23892	1
39	23898	1
40	18518	1
41	10590	1
42	863	1
42	1615	1
42	3780	1
42	6231	2
42	6385	1
42	6429	1
42	10170	1
42	10551	1
42	10617	2
42	12235	1
42	15121	1
42	15778	1
42	22636	1
42	23069	1
42	23740	2
43	210	1
43	1037	1
43	1450	1
43	1582	1
43	1682	1
43	1687	1
43	1697	1
43	1753	1
43	3009	9
43	3010	1
43	3095	1
43	3194	1
43	3215	1
43	3226	1
43	3262	3
43	3357	3
43	3766	1
43	4975	1
43	5778	1
43	7140	1
43	9349	1
43	10702	4
43	10731	1
43	10773	1
43	10942	1
43	13688	1
43	14349	2
43	14362	1
43	17198	1
43	17231	1
43	18392	1
43	18512	1
43	18864	1
43	19307	1
43	19560	1
43	22636	1
43	22683	1
43	23132	1
43	23425	1
43	23716	1
43	24448	1
43	24457	1
43	24471	1
43	24478	1
43	24566	1
43	24588	2
43	24753	1
43	24754	1
43	24776	1
44	3052	1
44	10768	1
45	487	1
45	1020	1
45	1892	1
45	3338	1
45	3643	1
45	10170	2
45	10701	1
45	12776	1
45	12986	1
45	19306	1
46	5078	1
47	174	1
47	178	1
47	184	1
47	267	2
47	433	3
47	451	1
47	481	1
47	596	1
47	614	1
47	620	1
47	628	1
47	635	1
47	675	1
47	757	1
47	763	1
47	914	1
47	1020	1
47	1021	1
47	1038	1
47	1193	1
47	1230	1
47	1239	1
47	1287	1
47	1304	1
47	1359	1
47	1387	1
47	1440	1
47	1481	1
47	1484	2
47	1485	1
47	1526	1
47	1565	1
47	1624	1
47	1626	1
47	1759	1
47	1843	1
47	1910	1
47	1993	1
47	3009	2
47	3010	1
47	3011	1
47	3052	1
47	3120	1
47	3140	1
47	3314	1
47	3335	1
47	3347	1
47	3357	5
47	3398	1
47	3434	3
47	3446	1
47	3462	1
47	3478	2
47	3523	1
47	3528	2
47	3544	3
47	3546	1
47	3561	1
47	3587	1
47	3591	1
47	3937	1
47	4230	1
47	4652	1
47	4912	1
47	5794	1
47	5801	1
47	5812	1
47	5964	1
47	6385	1
47	6728	1
47	6949	1
47	6971	2
47	7656	1
47	8436	1
47	8941	1
47	8984	1
47	9232	11
47	9263	1
47	9290	2
47	9302	1
47	9319	1
47	9359	1
47	9363	2
47	9364	1
47	9561	1
47	9568	1
47	10021	1
47	10170	4
47	10181	1
47	10218	1
47	10533	1
47	10574	1
47	10646	1
47	10678	1
47	10697	1
47	10868	1
47	10942	3
47	11277	1
47	11287	1
47	11333	1
47	12193	1
47	12917	1
47	13228	1
47	13702	1
47	13717	1
47	13798	1
47	14020	1
47	14269	1
47	14503	1
47	14552	1
47	14739	1
47	15384	1
47	15480	1
47	15545	1
47	15886	1
47	15927	1
47	15937	1
47	15949	1
47	16000	1
47	16005	1
47	16090	3
47	16104	1
47	16151	1
47	16202	1
47	16544	1
47	16937	1
47	17020	1
47	17045	1
47	17047	1
47	17057	1
47	17196	1
47	17217	1
47	17232	1
47	17252	1
47	17387	1
47	17392	1
47	17424	1
47	17603	1
47	17785	1
47	17812	1
47	18187	1
47	18200	1
47	18392	1
47	18512	4
47	18539	1
47	18597	1
47	18855	1
47	18864	1
47	18872	1
47	19152	1
47	19154	1
47	19283	1
47	19290	1
47	19307	5
47	19314	1
47	19328	1
47	19338	1
47	19392	2
47	19486	1
47	19702	1
47	19792	1
47	20620	1
47	20728	1
47	20983	1
47	20992	1
47	20997	1
47	21008	1
47	21024	1
47	21208	4
47	21478	1
47	21607	1
47	21672	1
47	21680	1
47	21700	1
47	21732	1
47	21761	1
47	21873	1
